"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","NAV_ID","NAV_TYPE","BEARING","DISTANCE"
"2025/01/23","BURGY","K6","MD","US","HGR","VOR",164.9,
"2025/01/23","BURGY","K6","MD","US","MRB","VORTAC",53.08,
"2025/01/23","BURIN","K7","AL","US","SJI","VORTAC",351,15.17
"2025/01/23","BURKE","K5","IL","US","MED","LOC",272.86,22.08
"2025/01/23","BURKK","K3","IA","US","BDF","VORTAC",261.83,75.44
"2025/01/23","BURKK","K3","IA","US","MZV","VOR/DME",227.06,34.16
"2025/01/23","BURLI","K5","IN","US","GUS","VORTAC",232,15
"2025/01/23","BURMA","PA","AK","US","FYU","VORTAC",193.69,40
"2025/01/23","BURNI","K6","PA","US","PSB","VORTAC",160.99,17.78
"2025/01/23","BURNI","K6","PA","US","RAV","VORTAC",287.82,55.39
"2025/01/23","BURNM","K","OA","US","ACY","VORTAC",122,33
"2025/01/23","BURNS","K5","IL","US","BRL","LOC",178.55,
"2025/01/23","BURNS","K5","IL","US","BRL","VOR/DME",240.27,
"2025/01/23","BURNY","K7","GA","US","FUN","LOC",274.97,6.73
"2025/01/23","BURNZ","K2","CA","US","FIM","VORTAC",297.46,20
"2025/01/23","BURNZ","K2","CA","US","LHS","VORTAC",243.67,
"2025/01/23","BURRL","MY","","BS","ZQA","VOR/DME",108.42,10
"2025/01/23","BURRS","K2","CA","US","RBL","VORTAC",273.18,10.34
"2025/01/23","BURRS","K2","CA","US","RDD","VOR/DME",181,
"2025/01/23","BURTO","K3","KS","US","HUT","VOR/DME",73.73,12.79
"2025/01/23","BURTO","K3","KS","US","ICT","VORTAC",340,
"2025/01/23","BURTZ","K","OA","US","GTK","VORTAC",244.78,36.98
"2025/01/23","BURTZ","K","OA","US","PTA","VOR/DME",333.04,99.96
"2025/01/23","BURTZ","K","OA","US","PVN","VOR/DME",151.06,53.56
"2025/01/23","BURVE","K4","OK","US","PLH","LOC",128.05,
"2025/01/23","BURVE","K4","OK","US","TIK","TACAN",,13
"2025/01/23","BURYE","K5","MI","US","LAN","LOC",95.62,6.3
"2025/01/23","BUSCH","K7","FL","US","LAL","VORTAC",133,29
"2025/01/23","BUSCH","K7","FL","US","MCF","TACAN",104,49
"2025/01/23","BUSCO","K2","AZ","US","LUF","TACAN",178,29.93
"2025/01/23","BUSHE","K7","GA","US","AG","NDB",0,
"2025/01/23","BUSHI","K6","WV","US","LWB","DME",,6.1
"2025/01/23","BUSHI","K6","WV","US","LWB","LOC",225.38,
"2025/01/23","BUSHY","K2","CA","US","MOD","VOR/DME",226.95,
"2025/01/23","BUSHY","K2","CA","US","PXN","VORTAC",301.46,55.18
"2025/01/23","BUSIC","K7","NC","US","BZM","VOR/DME",264,
"2025/01/23","BUSIC","K7","NC","US","SUG","VORTAC",8.22,17.27
"2025/01/23","BUSKY","K6","PA","US","PTW","VORTAC",18.04,17
"2025/01/23","BUSNE","K3","SD","US","RAP","VORTAC",275,16
"2025/01/23","BUSST","K2","NV","US","FMG","VORTAC",324,34
"2025/01/23","BUSTD","K2","AZ","US","PXR","VORTAC",2,35.48
"2025/01/23","BUSTR","K6","PA","US","EMI","VORTAC",300,55.81
"2025/01/23","BUSTR","K6","PA","US","JST","VOR/DME",136,44.4
"2025/01/23","BUSTS","K4","TX","US","ACT","VORTAC",154,
"2025/01/23","BUSTS","K4","TX","US","CLL","VORTAC",299,39.65
"2025/01/23","BUTCH","K4","OK","US","FSM","VORTAC",296.62,31.46
"2025/01/23","BUTCH","K4","OK","US","RZC","VORTAC",220.66,
"2025/01/23","BUTOC","K1","WA","US","ALW","VOR/DME",13.63,15.11
"2025/01/23","BUTOC","K1","WA","US","PSC","VOR/DME",70.3,40
"2025/01/23","BUTOW","K7","FL","US","PAM","TACAN",317.77,15
"2025/01/23","BUTOW","K7","FL","US","TYF","LOC",318.46,
"2025/01/23","BUTPE","K2","CA","US","BIH","LOC",,1.03
"2025/01/23","BUTTA","K2","NV","US","BQU","VOR/DME",150,10
"2025/01/23","BUTTE","K2","AZ","US","INW","VORTAC",37.65,21.6
"2025/01/23","BUTTE","K2","AZ","US","SJN","VORTAC",297,
"2025/01/23","BUTTR","K4","TX","US","DYS","TACAN",349,3.4
"2025/01/23","BUTYN","K5","OH","US","DQN","VOR/DME",12,
"2025/01/23","BUTYN","K5","OH","US","ROD","VORTAC",313.77,14.47
"2025/01/23","BUUBU","K3","ND","US","RDR","TACAN",171,7
"2025/01/23","BUVBE","K6","VA","US","GVE","VORTAC",25.75,15.6
"2025/01/23","BUVKE","K6","MA","US","PVD","VOR/DME",99.16,
"2025/01/23","BUVKE","K6","MA","US","PYM","LOC",235.56,12.37
"2025/01/23","BUVYA","K7","GA","US","SBO","LOC",315.5,6.29
"2025/01/23","BUWZO","K1","WA","US","SEA","VORTAC",161,29
"2025/01/23","BUXOM","K1","OR","US","BTG","VORTAC",234.17,
"2025/01/23","BUXOM","K1","OR","US","VDG","LOC",283.03,12.39
"2025/01/23","BUXTO","K6","ME","US","ENE","VOR/DME",30.21,14.44
"2025/01/23","BUXTO","K6","ME","US","PWM","LOC",290.3,10.61
"2025/01/23","BUYAG","K7","GA","US","AYS","VORTAC",98.66,5
"2025/01/23","BUYER","K7","AL","US","OZR","VOR/DME",9.35,
"2025/01/23","BUYER","K7","AL","US","RRS","VORTAC",328.4,25.41
"2025/01/23","BUYLA","K6","MA","US","FMH","LOC",53.94,3.19
"2025/01/23","BUYSA","K2","NM","US","GUP","VORTAC",73.57,35
"2025/01/23","BUZBY","K7","TN","US","BUI","LOC",50.82,
"2025/01/23","BUZBY","K7","TN","US","VXV","VORTAC",,2.47
"2025/01/23","BUZER","K7","MS","US","CBM","VORTAC",170,9
"2025/01/23","BUZLI","K7","MS","US","CBM","VORTAC",170,15
"2025/01/23","BUZZD","K6","NJ","US","LSQ","LOC",38.83,4.68
"2025/01/23","BUZZI","K5","OH","US","APE","VORTAC",299.51,58.5
"2025/01/23","BUZZI","K5","OH","US","ROD","VORTAC",46.08,19.64
"2025/01/23","BUZZU","K4","OK","US","IRW","VORTAC",297.54,12.83
"2025/01/23","BUZZY","K7","NC","US","RDU","VORTAC",242.41,36.75
"2025/01/23","BUZZY","K7","NC","US","SDZ","VORTAC",32.69,20
"2025/01/23","BVRLY","K3","MO","US","GWA","LOC",,11
"2025/01/23","BVRLY","K3","MO","US","SGF","VORTAC",275.66,
"2025/01/23","BWALT","K2","CA","US","SLI","VORTAC",20.17,3.7
"2025/01/23","BWINE","K6","DE","US","MXE","VORTAC",151.81,8.59
"2025/01/23","BWINE","K6","DE","US","PHL","LOC",267.47,15.69
"2025/01/23","BYGEC","K3","MO","US","ANX","VORTAC",290.25,23.5
"2025/01/23","BYGEC","K3","MO","US","BQS","VOR/DME",234,39
"2025/01/23","BYJAC","K7","NC","US","GSO","VORTAC",241.16,10
"2025/01/23","BYNAM","K6","MD","US","NHK","TACAN",247,12
"2025/01/23","BYNUM","K7","SC","US","MMT","VORTAC",148,6
"2025/01/23","BYPAS","K4","TX","US","BGS","VORTAC",201,
"2025/01/23","BYPAS","K4","TX","US","MAF","VORTAC",71.97,23.95
"2025/01/23","BYRDD","K6","PA","US","PTW","VORTAC",245.82,14.22
"2025/01/23","BYRNE","K7","NC","US","FAY","VOR/DME",74,14
"2025/01/23","BYRNS","K5","IL","US","STL","VORTAC",27.93,10
"2025/01/23","BYRNS","K5","IL","US","TOY","VORTAC",302.77,26.88
"2025/01/23","BYROW","PH","HI","US","ITO","VORTAC",345,38.84
"2025/01/23","BYROW","PH","HI","US","UPP","VORTAC",66,
"2025/01/23","BYTHE","K2","CA","US","VCV","VOR/DME",10.82,12.23
"2025/01/23","BYTON","K7","NC","US","NTU","TACAN",205,35
"2025/01/23","CABAN","K1","OR","US","PDT","VORTAC",100.78,15.96
"2025/01/23","CABBE","K2","CA","US","RBL","VORTAC",328.89,9
"2025/01/23","CABBY","K4","TX","US","ACT","VORTAC",29.44,
"2025/01/23","CABBY","K4","TX","US","FUZ","VORTAC",134,43
"2025/01/23","CABER","K2","UT","US","BCE","VORTAC",104.99,35.41
"2025/01/23","CABER","K2","UT","US","PGA","VOR/DME",326.6,29.49
"2025/01/23","CABET","K3","KS","US","GLD","VORTAC",298,
"2025/01/23","CABET","K3","KS","US","TXC","VORTAC",84,56.16
"2025/01/23","CABEX","K2","CA","US","ENI","VORTAC",130.98,18
"2025/01/23","CABGA","K7","MS","US","CBM","VORTAC",322,13
"2025/01/23","CABIL","K4","OK","US","TIK","LOC",177.05,
"2025/01/23","CABIL","K4","OK","US","TIK","TACAN",,6.77
"2025/01/23","CABIM","K2","CA","US","FIM","VORTAC",205.35,20.2
"2025/01/23","CABIN","PA","AK","US","FAI","VORTAC",24,86.89
"2025/01/23","CABIT","K3","MO","US","STL","VORTAC",280.65,32
"2025/01/23","CABIV","K3","MN","US","BJI","LOC",73.01,14.5
"2025/01/23","CABKU","K3","SD","US","PIR","VORTAC",242.21,14
"2025/01/23","CABLE","K5","OH","US","CAK","LOC",189.47,
"2025/01/23","CABOO","K6","VA","US","LFI","TACAN",82.55,6
"2025/01/23","CABOS","K2","AZ","US","LUF","TACAN",3,12
"2025/01/23","CABOT","PA","AK","US","BET","VORTAC",36.85,40
"2025/01/23","CABRI","K2","","FM","YP","NDB/DME",254.12,5.68
"2025/01/23","CABSA","K6","PA","US","ERI","LOC",244.48,6.04
"2025/01/23","CABTA","K7","AL","US","DHN","LOC",317.95,
"2025/01/23","CABTA","K7","AL","US","RRS","VORTAC",128.12,10
"2025/01/23","CABUG","PA","AK","US","ENA","VOR/DME",138,12
"2025/01/23","CABUL","K6","ME","US","PQI","VOR/DME",187,12
"2025/01/23","CABVI","K7","MS","US","CBM","VORTAC",275,8
"2025/01/23","CABZO","K2","NM","US","ABQ","VORTAC",315.9,32.26
"2025/01/23","CABZO","K2","NM","US","SAF","VORTAC",255,53.5
"2025/01/23","CACAC","K4","AR","US","PBF","VOR/DME",318,8
"2025/01/23","CACCA","PA","AK","US","AKN","VORTAC",94.32,15
"2025/01/23","CACHE","PA","AK","US","CNA","LOC",203.04,7.02
"2025/01/23","CACHE","PA","AK","US","FAI","VORTAC",155.81,
"2025/01/23","CACYA","K2","AZ","US","PXR","VORTAC",2.7,8.7
"2025/01/23","CADAN","K4","AR","US","BBG","LOC",,17.71
"2025/01/23","CADAN","K4","AR","US","HRO","VOR/DME",91.82,10.37
"2025/01/23","CADAY","K5","OH","US","ROD","VORTAC",68.89,15.39
"2025/01/23","CADDI","K3","ND","US","RDR","TACAN",359,35
"2025/01/23","CADDU","K2","AZ","US","DRK","VORTAC",290.2,
"2025/01/23","CADDU","K2","AZ","US","FLG","VOR/DME",247.41,
"2025/01/23","CADED","K1","WA","US","YKM","VORTAC",283.82,17
"2025/01/23","CADEZ","K2","CA","US","TNP","VORTAC",60,22
"2025/01/23","CADGO","K2","UT","US","HIF","LOC",318.86,
"2025/01/23","CADGO","K2","UT","US","HIF","TACAN",,9
"2025/01/23","CADIP","K7","AL","US","MGM","VORTAC",260.39,27.09
"2025/01/23","CADIP","K7","AL","US","SE","NDB",149.2,
"2025/01/23","CADIP","K7","AL","US","SEM","LOC",148.81,13.49
"2025/01/23","CADIS","K4","TX","US","KSY","TACAN",163,7.4
"2025/01/23","CADIZ","K5","IN","US","BDF","VORTAC",89,99.7
"2025/01/23","CADIZ","K5","IN","US","BVT","VORTAC",337.54,39.43
"2025/01/23","CADIZ","K5","IN","US","OBK","VOR/DME",159.95,68.08
"2025/01/23","CADKI","K1","ID","US","BOI","VORTAC",255.1,33.15
"2025/01/23","CADKO","K2","CO","US","OUF","LOC",172.51,4.15
"2025/01/23","CADLA","K4","TX","US","HRL","VOR/DME",9.32,0.8
"2025/01/23","CADON","K5","IL","US","CGT","VORTAC",296.56,
"2025/01/23","CADON","K5","IL","US","HKH","LOC",227.47,10.77
"2025/01/23","CADOS","K2","NV","US","DIQ","LOC",29.29,
"2025/01/23","CADOS","K2","NV","US","LSV","TACAN",,2.8
"2025/01/23","CADOZ","K4","TX","US","EIC","VORTAC",268.16,16.97
"2025/01/23","CADOZ","K4","TX","US","SHV","LOC",320.71,27.31
"2025/01/23","CADOZ","K4","TX","US","TXK","VORTAC",177.77,43.11
"2025/01/23","CADUS","K7","MS","US","OHN","LOC",179.99,6.7
"2025/01/23","CADVU","K5","WI","US","FLD","LOC",181.99,5.08
"2025/01/23","CADZU","K7","SC","US","CTF","VOR/DME",156.12,
"2025/01/23","CADZU","K7","SC","US","FLO","LOC",272.54,13.68
"2025/01/23","CADZU","K7","SC","US","SMS","NDB",68.59,
"2025/01/23","CAESA","K7","MS","US","GPT","LOC",312.92,
"2025/01/23","CAESA","K7","MS","US","GPT","VORTAC",313.38,17.36
"2025/01/23","CAESA","K7","MS","US","PCU","VOR/DME",76.74,21.88
"2025/01/23","CAGAM","K1","WA","US","SKA","TACAN",235,2
"2025/01/23","CAGAS","K6","DE","US","ENO","VORTAC",170,14
"2025/01/23","CAGAT","K1","MT","US","HVR","VOR/DME",81.65,60
"2025/01/23","CAGEV","K2","NM","US","TCS","VORTAC",145.75,45.48
"2025/01/23","CAGEX","K7","GA","US","TMA","LOC",152.34,3.01
"2025/01/23","CAGLE","K7","FL","US","NSE","LOC",319.11,4.72
"2025/01/23","CAGNI","K3","ND","US","JMS","LOC",310.79,
"2025/01/23","CAGNI","K3","ND","US","JMS","VOR/DME",309.58,5.76
"2025/01/23","CAGOR","K2","AZ","US","AHA","LOC",258.03,14.31
"2025/01/23","CAGSI","K2","CA","US","LHS","VORTAC",28.64,9.25
"2025/01/23","CAGSI","K2","CA","US","PMD","VORTAC",282.36,
"2025/01/23","CAGUM","K7","FL","US","NPA","TACAN",130,15
"2025/01/23","CAGVA","K2","AZ","US","LUF","TACAN",13,12
"2025/01/23","CAGXY","K6","VA","US","CCV","VORTAC",42.31,18
"2025/01/23","CAGYA","K4","LA","US","MLU","VORTAC",94.47,13.48
"2025/01/23","CAHOO","K7","FL","US","HST","TACAN",54,5
"2025/01/23","CAHOW","K6","MA","US","EEN","DME",,6.71
"2025/01/23","CAHOW","K6","MA","US","EEN","LOC",198.24,
"2025/01/23","CAHOW","K6","MA","US","GDM","VOR/DME",323.08,13.02
"2025/01/23","CAHSO","K6","NY","US","SYR","VORTAC",134.1,11.62
"2025/01/23","CAINE","K4","TX","US","BYP","VORTAC",305.12,
"2025/01/23","CAINE","K4","TX","US","FUZ","VORTAC",35,60.48
"2025/01/23","CAINS","K2","CA","US","FRA","VORTAC",22.83,17.13
"2025/01/23","CAIRO","K7","FL","US","PAM","TACAN",38,14
"2025/01/23","CAJAN","K4","TX","US","MJF","TACAN",186.34,15
"2025/01/23","CAJIN","K6","VA","US","ORF","VORTAC",146,4
"2025/01/23","CAJON","K2","CA","US","HDF","VOR",332,
"2025/01/23","CAJON","K2","CA","US","POM","VORTAC",73.28,
"2025/01/23","CAJUN","K7","FL","US","HST","TACAN",236,30
"2025/01/23","CAKOS","K5","IL","US","VQX","LOC",93.88,10.77
"2025/01/23","CAKPI","K7","MS","US","NMM","LOC",11.03,
"2025/01/23","CAKPI","K7","MS","US","NMM","TACAN",5.75,2
"2025/01/23","CAKTU","K3","KS","US","GCK","VORTAC",85.62,12
"2025/01/23","CALAH","K4","TX","US","HRL","VOR/DME",340.2,3.54
"2025/01/23","CALAI","K2","NV","US","BAM","VORTAC",210.03,85.76
"2025/01/23","CALAI","K2","NV","US","FMG","VORTAC",74.27,68.41
"2025/01/23","CALAI","K2","NV","US","MVA","VORTAC",336.05,57.45
"2025/01/23","CALAI","K2","NV","US","NFL","TACAN",62,25
"2025/01/23","CALAY","K4","AR","US","BWY","LOC",48.38,13.3
"2025/01/23","CALAY","K4","AR","US","LIT","VORTAC",29.69,13.77
"2025/01/23","CALBE","K2","CA","US","PDZ","VORTAC",306,
"2025/01/23","CALBE","K2","CA","US","POM","VORTAC",33.2,3.92
"2025/01/23","CALCO","K7","AL","US","RMG","VORTAC",282.99,46.08
"2025/01/23","CALCO","K7","AL","US","VUZ","VORTAC",45.12,59.7
"2025/01/23","CALDE","K5","IL","US","CJF","LOC",,
"2025/01/23","CALDE","K5","IL","US","SPI","VORTAC",,4.71
"2025/01/23","CALDO","K5","MI","US","DVS","LOC",177.31,
"2025/01/23","CALEB","K3","MO","US","SZL","TACAN",184,12
"2025/01/23","CALEG","K2","NV","US","AGY","LOC",167.12,8.31
"2025/01/23","CALES","PA","AK","US","BIG","VORTAC",17,15
"2025/01/23","CALEY","K6","VA","US","ORF","LOC",226.79,12.63
"2025/01/23","CALEY","K6","VA","US","ORF","VORTAC",225.2,11.51
"2025/01/23","CALGO","K7","FL","US","SSI","VORTAC",59.07,49.89
"2025/01/23","CALGU","K2","AZ","US","FLG","VOR/DME",52.92,
"2025/01/23","CALGU","K2","AZ","US","INW","VORTAC",283.64,28
"2025/01/23","CALIA","MM","","MX","BRO","LOC",128.41,4.91
"2025/01/23","CALIA","MM","","MX","BRO","VORTAC",155.99,
"2025/01/23","CALIE","K2","AZ","US","BLH","VORTAC",89,83.39
"2025/01/23","CALIE","K2","AZ","US","IWA","VORTAC",256,75.19
"2025/01/23","CALIF","K5","KY","US","CVG","VORTAC",108.87,19.02
"2025/01/23","CALIF","K5","KY","US","FLM","VOR/DME",4,
"2025/01/23","CALIL","PA","AK","US","ANI","LOC",289.17,4.36
"2025/01/23","CALIS","K2","CA","US","MQO","VORTAC",292,16.2
"2025/01/23","CALIX","K5","MI","US","APN","VORTAC",270,25
"2025/01/23","CALLI","K2","CA","US","GVO","VORTAC",302.79,9.49
"2025/01/23","CALLI","K2","CA","US","RZS","VORTAC",277.02,23.67
"2025/01/23","CALLN","K3","NE","US","SCB","VOR/DME",147.17,6.06
"2025/01/23","CALLS","K2","AZ","US","TUS","LOC",306.02,10.22
"2025/01/23","CALLS","K2","AZ","US","TUS","VORTAC",303.05,10.46
"2025/01/23","CALMO","K7","FL","US","NPA","TACAN",80,12
"2025/01/23","CALMS","K5","WI","US","ODI","VORTAC",358.54,24
"2025/01/23","CALMS","K5","WI","US","RST","VOR/DME",51.48,
"2025/01/23","CALNU","K7","SC","US","NBC","TACAN",110,12
"2025/01/23","CALOB","K5","OH","US","APE","VORTAC",299.51,40.25
"2025/01/23","CALOB","K5","OH","US","FWA","VORTAC",117.82,88.58
"2025/01/23","CALOB","K5","OH","US","ROD","VORTAC",80.32,
"2025/01/23","CALOG","K3","SD","US","DPR","VOR/DME",70.65,39
"2025/01/23","CALOO","K7","FL","US","FMY","OM",,
"2025/01/23","CALRU","K6","NY","US","MWD","LOC",43.65,
"2025/01/23","CALRU","K6","NY","US","ROC","VOR/DME",,6.35
"2025/01/23","CALUB","K2","UT","US","FFU","VORTAC",160,8.07
"2025/01/23","CALUB","K2","UT","US","PVU","VOR/DME",230,10.51
"2025/01/23","CALUT","K4","TX","US","DLF","VORTAC",353,12
"2025/01/23","CALVA","K4","OK","US","PER","VORTAC",128.75,19.83
"2025/01/23","CALVR","K3","NE","US","CDR","OM",208.09,
"2025/01/23","CALVR","K3","NE","US","TST","VOR/DME",352,3.53
"2025/01/23","CAMAN","K3","MO","US","SGF","VORTAC",304.5,25
"2025/01/23","CAMAR","K4","OK","US","MMB","VORTAC",107.38,32.73
"2025/01/23","CAMAS","K1","OR","US","OTH","VOR/DME",119.99,34
"2025/01/23","CAMAS","K1","OR","US","RBG","VOR/DME",209.59,
"2025/01/23","CAMAT","K2","CA","US","CMA","VOR/DME",72.18,3
"2025/01/23","CAMAT","K2","CA","US","VTU","VOR/DME",352.28,
"2025/01/23","CAMBE","K7","FL","US","LAL","VORTAC",46.05,29.02
"2025/01/23","CAMBE","K7","FL","US","MLB","VOR/DME",290.91,
"2025/01/23","CAMBE","K7","FL","US","ORL","VORTAC",227.36,20
"2025/01/23","CAMBL","K7","SC","US","SSC","TACAN",40,35
"2025/01/23","CAMCO","K2","CA","US","SMX","LOC",,5.8
"2025/01/23","CAMDO","K3","MO","US","PAJ","LOC",10.94,17.55
"2025/01/23","CAMDY","K4","TX","US","BSM","LOC",174.69,12.48
"2025/01/23","CAMEO","K4","LA","US","LCH","VORTAC",211,
"2025/01/23","CAMEO","K4","LA","US","SBI","VOR/DME",86,27
"2025/01/23","CAMER","K4","TX","US","BRO","VORTAC",329.12,16
"2025/01/23","CAMER","K4","TX","US","HRL","VOR/DME",105.78,
"2025/01/23","CAMET","K4","OK","US","IRW","VORTAC",291.71,32.41
"2025/01/23","CAMIL","K7","SC","US","CHS","VORTAC",115,34.51
"2025/01/23","CAMIL","K7","SC","US","CRE","VORTAC",210,
"2025/01/23","CAMIN","K4","TX","US","FUZ","VORTAC",264.57,13.18
"2025/01/23","CAMIN","K4","TX","US","NFW","LOC",356.53,
"2025/01/23","CAMIN","K4","TX","US","NFW","TACAN",355.64,7.19
"2025/01/23","CAMMA","K6","WV","US","HVQ","VOR/DME",69.17,21
"2025/01/23","CAMME","K4","OK","US","LAW","VOR/DME",354.21,16.76
"2025/01/23","CAMMO","K6","NY","US","HUO","VOR/DME",19.05,13.07
"2025/01/23","CAMMS","K5","OH","US","CVG","VORTAC",10,40.68
"2025/01/23","CAMMS","K5","OH","US","DQN","VOR/DME",208,21.9
"2025/01/23","CAMOE","K7","MS","US","SQS","VORTAC",145,21
"2025/01/23","CAMOK","K4","TX","US","THX","VORTAC",160.06,8.43
"2025/01/23","CAMPP","K7","AL","US","LGC","VORTAC",275.88,27.48
"2025/01/23","CAMPP","K7","AL","US","MGM","VORTAC",25.64,60.17
"2025/01/23","CAMPS","PH","HI","US","LNY","VORTAC",95,
"2025/01/23","CAMPS","PH","HI","US","OGG","LOC",203.97,17.65
"2025/01/23","CAMPS","PH","HI","US","OGG","VORTAC",204.34,
"2025/01/23","CAMPY","K5","WI","US","GRB","VORTAC",123,24.04
"2025/01/23","CAMPY","K5","WI","US","MTW","DME",,12.3
"2025/01/23","CAMPY","K5","WI","US","MTW","LOC",351.98,
"2025/01/23","CAMRI","K2","UT","US","UUH","LOC",163.95,17.91
"2025/01/23","CAMRN","K6","NJ","US","DPK","VOR/DME",221,53
"2025/01/23","CAMRN","K6","NJ","US","RBV","VORTAC",120.62,31.22
"2025/01/23","CAMRR","K2","CA","US","BAB","TACAN",119.4,32.36
"2025/01/23","CAMRR","K2","CA","US","HNW","VOR/DME",261.72,
"2025/01/23","CAMRR","K2","CA","US","MHR","LOC",40.72,21.03
"2025/01/23","CAMUP","K6","WV","US","OUW","LOC",15.11,1.81
"2025/01/23","CANAN","K6","NY","US","ALB","VORTAC",146.9,21.96
"2025/01/23","CANAN","K6","NY","US","CAM","VOR/DME",202.62,30.42
"2025/01/23","CANAN","K6","NY","US","RKA","VOR/DME",99.25,79.6
"2025/01/23","CANAT","K2","CA","US","BZA","VORTAC",303.51,11.02
"2025/01/23","CANBY","K1","OR","US","BTG","VORTAC",174.63,27.24
"2025/01/23","CANBY","K1","OR","US","UBG","VOR/DME",84.76,9.38
"2025/01/23","CANCR","K5","OH","US","CXR","VOR/DME",241.03,
"2025/01/23","CANCR","K5","OH","US","DJB","VOR/DME",101.6,26.6
"2025/01/23","CANDE","K7","NC","US","CTF","VOR/DME",21,56.3
"2025/01/23","CANDE","K7","NC","US","GSO","VORTAC",180,29.72
"2025/01/23","CANDE","K7","NC","US","SDZ","VORTAC",322,26.62
"2025/01/23","CANDI","K4","TX","US","EFD","TACAN",286,8
"2025/01/23","CANDL","K1","WA","US","HUH","VORTAC",167.88,14.02
"2025/01/23","CANDL","K1","WA","US","YYJ","VOR/DME",74,
"2025/01/23","CANDO","K5","IN","US","GUS","VORTAC",313,15
"2025/01/23","CANDR","K6","NJ","US","BWZ","VOR/DME",339.79,
"2025/01/23","CANDR","K6","NJ","US","SAX","VORTAC",264.31,20
"2025/01/23","CANDU","K2","CO","US","VAZ","LOC",69.95,14.22
"2025/01/23","CANED","K2","CO","US","BJC","VOR/DME",103.73,4.19
"2025/01/23","CANEK","K1","ID","US","BOI","VORTAC",113.07,22
"2025/01/23","CANER","K7","GA","US","LGC","VORTAC",118.56,35.4
"2025/01/23","CANEY","K4","AR","US","HOT","VOR/DME",162.59,17.58
"2025/01/23","CANEY","K4","AR","US","LIT","VORTAC",230,50.32
"2025/01/23","CANIL","PA","AK","US","ENA","VOR/DME",131.97,7
"2025/01/23","CANIN","K7","FL","US","EYW","VORTAC",89.55,12.45
"2025/01/23","CANIN","K7","FL","US","NQX","TACAN",94,6
"2025/01/23","CANLI","K3","ND","US","GFK","VOR/DME",227.05,10.49
"2025/01/23","CANLI","K3","ND","US","RDR","LOC",177,
"2025/01/23","CANLI","K3","ND","US","RDR","TACAN",,6.01
"2025/01/23","CANLO","K2","CA","US","HUX","LOC",167.75,0.81
"2025/01/23","CANNO","K2","CA","US","JLI","VORTAC",170,22.08
"2025/01/23","CANNO","K2","CA","US","MZB","VORTAC",75.85,30.43
"2025/01/23","CANNY","K6","DE","US","ENO","VORTAC",225.54,12.72
"2025/01/23","CANNY","K6","DE","US","SIE","VORTAC",276.4,41.06
"2025/01/23","CANOB","K6","VA","US","NTU","TACAN",175,4
"2025/01/23","CANOG","K2","CA","US","LAX","VORTAC",320.12,
"2025/01/23","CANOG","K2","CA","US","SMO","VOR/DME",316.84,
"2025/01/23","CANOG","K2","CA","US","VNY","VOR/DME",254.99,5.1
"2025/01/23","CANON","PH","HI","US","SOK","VORTAC",277,180
"2025/01/23","CANRI","K2","CA","US","BSR","VORTAC",9.77,
"2025/01/23","CANRI","K2","CA","US","SNS","VORTAC",107.33,11
"2025/01/23","CANTI","K2","CA","US","GMN","VORTAC",125.84,15.5
"2025/01/23","CANTO","K4","OK","US","BFV","VORTAC",36,10
"2025/01/23","CANTY","K6","NY","US","CMK","VOR/DME",310.39,
"2025/01/23","CANTY","K6","NY","US","HUO","VOR/DME",88.27,
"2025/01/23","CANTY","K6","NY","US","IGN","VOR/DME",242.69,16.44
"2025/01/23","CANTY","K6","NY","US","POU","LOC",242.78,
"2025/01/23","CANUE","K7","FL","US","NPA","TACAN",360,33
"2025/01/23","CANUK","K7","GA","US","AHN","VOR/DME",209.09,
"2025/01/23","CANUK","K7","GA","US","DBN","VORTAC",313.65,63.02
"2025/01/23","CANUL","K5","WI","US","BAE","VOR/DME",0.55,29.62
"2025/01/23","CANUN","K1","WA","US","NUW","TACAN",131,11
"2025/01/23","CANUV","K6","DE","US","OOD","VORTAC",240,19.32
"2025/01/23","CANYN","K2","CA","US","FIM","VORTAC",266.96,10
"2025/01/23","CAPAP","K7","MS","US","CBM","VORTAC",240,15
"2025/01/23","CAPAR","K2","NM","US","HMN","TACAN",338.3,11
"2025/01/23","CAPAR","K2","NM","US","MUK","LOC",337.82,
"2025/01/23","CAPEB","K4","OK","US","PGO","VORTAC",354.49,20.12
"2025/01/23","CAPEN","K7","FL","US","MLB","LOC",93.89,
"2025/01/23","CAPEN","K7","FL","US","MLB","VOR/DME",95.71,5.18
"2025/01/23","CAPEN","K7","FL","US","TRV","VORTAC",1.33,
"2025/01/23","CAPES","K2","NM","US","TCS","VORTAC",76,60.8
"2025/01/23","CAPGA","K3","NE","US","RMT","LOC",,6.74
"2025/01/23","CAPIT","K6","NY","US","JFK","VOR/DME",52,10
"2025/01/23","CAPMI","K7","GA","US","WRB","TACAN",147,1
"2025/01/23","CAPNU","K6","NY","US","BTV","VOR/DME",307.87,7.83
"2025/01/23","CAPNU","K6","NY","US","FQV","LOC",172.48,14.36
"2025/01/23","CAPOK","K7","FL","US","PIE","LOC",356.31,6.07
"2025/01/23","CAPOK","K7","FL","US","PIE","OM",,
"2025/01/23","CAPOK","K7","FL","US","PIE","VORTAC",,5.33
