"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","NAV_ID","NAV_TYPE","BEARING","DISTANCE"
"2025/01/23","AABEE","K7","GA","US","PDK","DME",,12.27
"2025/01/23","AABEE","K7","GA","US","PDK","LOC",25.51,
"2025/01/23","AABEZ","K3","MN","US","MSP","LOC",121.36,10.02
"2025/01/23","AADCO","K2","UT","US","DTA","VORTAC",348,29
"2025/01/23","AADPO","NZ","","AS","TUT","NDB",292,
"2025/01/23","AADPO","NZ","","AS","TUT","VORTAC",,18
"2025/01/23","AAKAY","K7","GA","US","HZK","LOC",274.99,19.09
"2025/01/23","AALAN","K2","AZ","US","BLD","VORTAC",36.95,58
"2025/01/23","AANDI","K7","MS","US","GPT","VORTAC",86,8.2
"2025/01/23","AANNE","K2","CA","US","SNS","LOC",134.82,
"2025/01/23","AANNE","K2","CA","US","SNS","VORTAC",131.15,22
"2025/01/23","AANTS","K6","VA","US","CSN","VORTAC",285.58,28.44
"2025/01/23","AANTS","K6","VA","US","MRB","VORTAC",222.88,49.22
"2025/01/23","AARPS","K7","FL","US","FLL","VOR/DME",357.57,38.27
"2025/01/23","AARPS","K7","FL","US","PBI","VORTAC",282.2,10.04
"2025/01/23","AASEN","K1","WA","US","BTG","VORTAC",329.16,5
"2025/01/23","AASEN","K1","WA","US","UBG","VOR/DME",7.21,32.5
"2025/01/23","AASON","K2","NV","US","BQU","VOR/DME",30.87,9.13
"2025/01/23","AASON","K2","NV","US","EKO","LOC",62.6,8.91
"2025/01/23","AASUN","K3","MN","US","PJL","LOC",301.33,2.85
"2025/01/23","ACAGI","K2","CO","US","BQZ","VOR/DME",131.32,2.32
"2025/01/23","ACAGU","K2","NM","US","TBE","VOR/DME",131.62,32.88
"2025/01/23","ACAKO","K1","MT","US","MLS","VOR/DME",28.87,66.15
"2025/01/23","ACEKO","K2","CA","US","SWR","VOR/DME",214.38,15
"2025/01/23","ACELA","K6","CT","US","HFD","VOR/DME",234.01,16.05
"2025/01/23","ACELA","K6","CT","US","MAD","VOR/DME",344.92,8.5
"2025/01/23","ACELL","K2","CA","US","PDZ","VORTAC",256.38,16.48
"2025/01/23","ACELL","K2","CA","US","SLI","VORTAC",33.96,12.89
"2025/01/23","ACENO","K7","NC","US","POB","LOC",48.45,
"2025/01/23","ACENO","K7","NC","US","POB","TACAN",49,12
"2025/01/23","ACETI","K7","FL","US","VQQ","LOC",184.56,7.51
"2025/01/23","ACFIJ","K1","ID","US","BYI","VOR/DME",24,51.3
"2025/01/23","ACFIJ","K1","ID","US","IDA","VOR/DME",233,48.25
"2025/01/23","ACIGE","PA","AK","US","ENA","VOR/DME",219.51,20
"2025/01/23","ACINI","K2","AZ","US","DMA","TACAN",123,25
"2025/01/23","ACINS","K2","CA","US","HDF","VOR",353,
"2025/01/23","ACINS","K2","CA","US","PDZ","VORTAC",72,18.39
"2025/01/23","ACIRA","K5","MI","US","HJT","LOC",215.68,19.52
"2025/01/23","ACISA","K5","IN","US","FWA","VORTAC",234,12.5
"2025/01/23","ACKME","K4","TX","US","SPS","VORTAC",90.12,46.48
"2025/01/23","ACKME","K4","TX","US","UKW","VORTAC",15,20
"2025/01/23","ACLAM","K2","AZ","US","LAS","LOC",,31.52
"2025/01/23","ACLAM","K2","AZ","US","MMM","VORTAC",180,
"2025/01/23","ACLIN","K4","TX","US","KSY","TACAN",152,8
"2025/01/23","ACLIN","K4","TX","US","SAT","VORTAC",176.19,27.71
"2025/01/23","ACLOB","K1","OR","US","OED","VORTAC",98,31.47
"2025/01/23","ACOCU","K6","PA","US","LRP","VOR/DME",139.42,0.58
"2025/01/23","ACOMA","K2","NM","US","ABQ","VORTAC",239.79,31.29
"2025/01/23","ACOMA","K2","NM","US","ONM","VORTAC",305,
"2025/01/23","ACONU","K4","TX","US","PSX","VORTAC",120.01,2.5
"2025/01/23","ACORD","K1","WA","US","HUH","VORTAC",148.82,9.46
"2025/01/23","ACORD","K1","WA","US","YVR","VOR/DME",107.98,29.84
"2025/01/23","ACORE","K5","IL","US","CPS","LOC",,
"2025/01/23","ACORE","K5","IL","US","TOY","VORTAC",202.71,
"2025/01/23","ACOSI","K2","UT","US","PGA","VOR/DME",326.6,12
"2025/01/23","ACOVE","K6","NY","US","ALB","VORTAC",211.35,32.37
"2025/01/23","ACOVE","K6","NY","US","DNY","VOR/DME",95.99,41.39
"2025/01/23","ACOVY","K2","NV","US","FMG","VORTAC",305.94,25.18
"2025/01/23","ACPAJ","K7","GA","US","RMG","VORTAC",187.34,7.5
"2025/01/23","ACRAN","PA","AK","US","SQA","VOR/DME",248.76,25
"2025/01/23","ACRAT","K2","CA","US","CMA","VOR/DME",72.18,5.77
"2025/01/23","ACRAT","K2","CA","US","FIM","VORTAC",195.08,9.65
"2025/01/23","ACRAT","K2","CA","US","VTU","VOR/DME",14.99,
"2025/01/23","ACRES","K2","NM","US","HMN","TACAN",137,30
"2025/01/23","ACRON","PG","GU","US","UNZ","VORTAC",274,100
"2025/01/23","ACTOR","K2","CO","US","DVV","VORTAC",142.64,
"2025/01/23","ACTOR","K2","CO","US","FQF","VORTAC",38,6
"2025/01/23","ACUFF","K4","TX","US","CQY","VORTAC",263.38,20
"2025/01/23","ACUFF","K4","TX","US","CVE","VOR/DME",154.61,
"2025/01/23","ACUNO","K6","VA","US","ORF","LOC",226.79,3.88
"2025/01/23","ACUVI","K7","GA","US","DOB","TACAN",111,0.9
"2025/01/23","ACUXA","K4","TX","US","NGP","TACAN",327,1.4
"2025/01/23","ACUYU","PG","GU","US","PMY","LOC",63.87,
"2025/01/23","ACUYU","PG","GU","US","UAM","TACAN",,0.5
"2025/01/23","ACUZI","K5","IN","US","FWA","VORTAC",321.98,18.51
"2025/01/23","ACVIK","K4","TX","US","NGP","TACAN",147,0.6
"2025/01/23","ACVOL","K1","OR","US","CVO","LOC",351.96,
"2025/01/23","ACVOL","K1","OR","US","CVO","VOR/DME",,6.87
"2025/01/23","ACZES","K2","CO","US","BRK","VOR/DME",190.07,
"2025/01/23","ACZES","K2","CO","US","PUB","VORTAC",267.2,21.81
"2025/01/23","ACZUP","K7","MS","US","MEI","LOC",191.27,
"2025/01/23","ACZUP","K7","MS","US","MEI","VORTAC",172.76,15
"2025/01/23","ADABE","K2","","FM","YP","NDB/DME",57.26,11.09
"2025/01/23","ADAGE","K2","CA","US","EDW","VORTAC",265,3
"2025/01/23","ADALE","K5","MI","US","BAE","VOR/DME",96.21,101.36
"2025/01/23","ADALE","K5","MI","US","PMM","VOR/DME",10.21,23.62
"2025/01/23","ADAME","K5","IL","US","TSL","LOC",92.9,10.11
"2025/01/23","ADAMM","K2","CA","US","PDZ","VORTAC",277.52,
"2025/01/23","ADAMM","K2","CA","US","POM","VORTAC",186.99,3.96
"2025/01/23","ADAMM","K2","CA","US","VNY","VOR/DME",95,35.82
"2025/01/23","ADAMZ","K5","WI","US","DLL","VORTAC",335.07,25.33
"2025/01/23","ADAMZ","K5","WI","US","VOK","LOC",89,
"2025/01/23","ADAMZ","K5","WI","US","VOK","TACAN",90.06,12.02
"2025/01/23","ADANE","K2","CO","US","BRK","VOR/DME",90.8,11.11
"2025/01/23","ADANE","K2","CO","US","DEN","VOR/DME",159.15,55.11
"2025/01/23","ADANE","K2","CO","US","PUB","VORTAC",354.19,37.29
"2025/01/23","ADANN","K3","KS","US","GCK","LOC",175.42,
"2025/01/23","ADANN","K3","KS","US","GCK","VORTAC",,12
"2025/01/23","ADAVE","K7","SC","US","CAE","VORTAC",186,3
"2025/01/23","ADAYI","PG","GU","US","AJA","NDB",60.51,
"2025/01/23","ADAYI","PG","GU","US","UNZ","VORTAC",,15.57
"2025/01/23","ADCOK","K6","MD","US","BAL","VORTAC",,3.39
"2025/01/23","ADCOK","K6","MD","US","UQC","LOC",335.23,
"2025/01/23","ADCOM","K7","SC","US","ALD","VOR",24.3,
"2025/01/23","ADCOM","K7","SC","US","CAE","VORTAC",140.2,10
"2025/01/23","ADDAM","K6","MD","US","NHK","TACAN",122,25
"2025/01/23","ADDAX","K7","FL","US","SZW","VORTAC",148.35,39.57
"2025/01/23","ADDEY","K3","NE","US","GRI","VOR/DME",173,7
"2025/01/23","ADDMO","K4","OK","US","ADM","VORTAC",77.69,11.81
"2025/01/23","ADDMO","K4","OK","US","AIW","LOC",129.42,
"2025/01/23","ADDUM","K1","OR","US","JMJ","LOC",103.03,5.84
"2025/01/23","ADDVL","K4","TX","US","ADM","VORTAC",135.03,
"2025/01/23","ADDVL","K4","TX","US","TTT","VOR/DME",42.49,45.58
"2025/01/23","ADEER","K3","KS","US","GCK","VORTAC",269.77,16.84
"2025/01/23","ADEGE","K7","NC","US","POB","TACAN",5,12
"2025/01/23","ADEKE","K3","KS","US","MHK","LOC",215.91,
"2025/01/23","ADEKE","K3","KS","US","MHK","VOR/DME",214.89,6.94
"2025/01/23","ADELE","K5","WI","US","BLY","LOC",11.16,13.09
"2025/01/23","ADELY","K3","IA","US","BRL","VOR/DME",288.12,22
"2025/01/23","ADEMS","K4","TX","US","ACT","VORTAC",20.1,
"2025/01/23","ADEMS","K4","TX","US","FUZ","VORTAC",134,34
"2025/01/23","ADENO","K5","MI","US","TVC","VOR/DME",34.76,25.92
"2025/01/23","ADERR","K7","FL","US","CRG","LOC",141.03,
"2025/01/23","ADERR","K7","FL","US","CRG","VORTAC",,5.83
"2025/01/23","ADIBE","K2","UT","US","PUC","VOR/DME",163.96,30
"2025/01/23","ADIME","K5","MI","US","ELX","VOR/DME",200,12
"2025/01/23","ADING","K2","UT","US","OGD","VORTAC",127,10
"2025/01/23","ADKUH","PA","AK","US","YAK","LOC",295.03,
"2025/01/23","ADKUH","PA","AK","US","YAK","VOR/DME",,4.19
"2025/01/23","ADLER","K5","IL","US","GZX","LOC",308.52,
"2025/01/23","ADLER","K5","IL","US","PIA","VORTAC",345.17,
"2025/01/23","ADLOW","K1","OR","US","CVO","VOR/DME",356.6,16
"2025/01/23","ADNIL","K7","FL","US","MCF","TACAN",223.44,6.35
"2025/01/23","ADNUC","K2","CO","US","VAZ","LOC",69.95,3.92
"2025/01/23","ADOBE","K4","OK","US","HBR","VORTAC",234.2,27.61
"2025/01/23","ADOMS","K7","SC","US","ALD","VOR",115,
"2025/01/23","ADOMS","K7","SC","US","CHS","VORTAC",251,26.17
"2025/01/23","ADOOR","K7","FL","US","ORL","VORTAC",70,155
"2025/01/23","ADOSE","K5","IL","US","JVL","VOR/DME",221.29,16.59
"2025/01/23","ADOSE","K5","IL","US","PJE","LOC",54.21,12.47
"2025/01/23","ADOWS","K4","OK","US","END","LOC",,
"2025/01/23","ADOWS","K4","OK","US","END","VORTAC",174.34,15
"2025/01/23","ADOYU","K6","DE","US","DOV","TACAN",24,0.8
"2025/01/23","ADOZO","K2","NM","US","CIM","VORTAC",181.47,5.3
"2025/01/23","ADREW","PA","AK","US","FYU","VORTAC",9.87,183.89
"2025/01/23","ADRRI","K6","VA","US","RIC","VORTAC",8,11.01
"2025/01/23","ADRUM","K3","NE","US","GRI","VOR/DME",248.91,16.14
"2025/01/23","ADTIN","PG","GU","US","UAM","TACAN",240,17
"2025/01/23","ADUDE","K2","CA","US","JLI","VORTAC",70,21
"2025/01/23","ADUFO","P","OP","US","PNI","NDB/DME",294.4,30
"2025/01/23","ADUKE","K4","TX","US","AEX","VORTAC",290.52,95.58
"2025/01/23","ADUKE","K4","TX","US","LFK","VORTAC",25.64,
"2025/01/23","ADUPY","K5","KY","US","LOZ","LOC",237.31,6.36
"2025/01/23","ADUPY","K5","KY","US","LOZ","VOR/DME",266.47,3.07
"2025/01/23","ADVAY","K5","IN","US","TTH","VORTAC",49.99,
"2025/01/23","ADVAY","K5","IN","US","VHP","VORTAC",310.98,9.71
"2025/01/23","ADXAC","K1","WA","US","YKM","LOC",,
"2025/01/23","ADXAC","K1","WA","US","YKM","VORTAC",,10.6
"2025/01/23","ADYAN","K2","AZ","US","IWA","VORTAC",55.22,95
"2025/01/23","ADZIN","K7","AL","US","ASN","LOC",218.38,29.43
"2025/01/23","ADZIN","K7","AL","US","VUZ","VORTAC",136.51,39.34
"2025/01/23","ADZUY","K7","AL","US","EUF","VORTAC",176,4
"2025/01/23","AEONS","K2","CO","US","BJC","VOR/DME",103.73,1.85
"2025/01/23","AERIC","CY","","CA","DMI","LOC",95.72,
"2025/01/23","AERIC","CY","","CA","DXO","VOR/DME",,12.02
"2025/01/23","AEROS","K5","OH","US","BSV","VOR/DME",226,20
"2025/01/23","AERRO","K2","CA","US","PSP","VORTAC",298.9,40.67
"2025/01/23","AFARR","K7","FL","US","CRG","VORTAC",316.09,7.13
"2025/01/23","AFDUC","K2","CO","US","BRK","VOR/DME",90.8,8
"2025/01/23","AFENY","K7","AL","US","EUF","VORTAC",7,4
"2025/01/23","AFJIM","K3","MN","US","BJI","LOC",73.01,6.37
"2025/01/23","AFMUG","K6","VA","US","LFI","TACAN",78.04,18
"2025/01/23","AFOGO","K2","CO","US","BRK","VOR/DME",9.7,8
"2025/01/23","AFORD","K4","OK","US","TUL","VORTAC",340,7
"2025/01/23","AFOXY","K2","CA","US","GVO","VORTAC",306.81,5.82
"2025/01/23","AFRIT","K4","TX","US","PNH","VORTAC",246.5,11
"2025/01/23","AFRUH","K4","TX","US","LFK","VORTAC",353.59,16.83
"2025/01/23","AFTEN","K7","TN","US","HMV","VORTAC",233.44,25.84
"2025/01/23","AFTEN","K7","TN","US","SUG","VORTAC",346,
"2025/01/23","AFTIN","K2","CA","US","PYE","VOR/DME",45.75,
"2025/01/23","AFTIN","K2","CA","US","SGD","VORTAC",275.93,7
"2025/01/23","AFWAF","PA","AK","US","HOM","VOR/DME",353,11.19
"2025/01/23","AFYAB","K1","WY","US","DDY","VOR/DME",56.44,25.4
"2025/01/23","AFYAB","K1","WY","US","IIP","VOR/DME",314.71,40.92
"2025/01/23","AGACI","K5","IN","US","GUS","VORTAC",89.96,16
"2025/01/23","AGACO","K6","MA","US","BAF","LOC",24.22,
"2025/01/23","AGACO","K6","MA","US","BAF","VORTAC",27.52,1.08
"2025/01/23","AGADA","TI","VI","US","COY","VOR/DME",29,
"2025/01/23","AGADA","TI","VI","US","STT","VOR/DME",70,
"2025/01/23","AGAFI","PA","AK","US","GAL","VOR/DME",77.08,3.02
"2025/01/23","AGANE","K1","WA","US","CJL","LOC",344.34,15.79
"2025/01/23","AGAPE","K2","CA","US","NUQ","LOC",141.72,16.94
"2025/01/23","AGARD","K6","MD","US","OOD","VORTAC",235.39,
"2025/01/23","AGARD","K6","MD","US","SIE","VORTAC",276.4,59.4
"2025/01/23","AGAST","K3","MO","US","COU","VOR/DME",52.97,
"2025/01/23","AGAST","K3","MO","US","HLV","VORTAC",154,12.5
"2025/01/23","AGAWA","K6","CT","US","CEF","TACAN",232,13
"2025/01/23","AGAZY","K4","TX","US","FST","VORTAC",273,61.55
"2025/01/23","AGAZY","K4","TX","US","HUP","VORTAC",97,67.5
"2025/01/23","AGAZY","K4","TX","US","PEQ","VOR/DME",229.55,33.18
"2025/01/23","AGBAH","K3","SD","US","ELR","LOC",310.06,
"2025/01/23","AGBAH","K3","SD","US","RCA","TACAN",,1.91
"2025/01/23","AGEHO","K7","GA","US","FFC","LOC",133.14,2.8
"2025/01/23","AGEKE","K2","CA","US","BAB","TACAN",333,1.5
"2025/01/23","AGENS","K3","IA","US","OTM","LOC",135.97,7.21
"2025/01/23","AGENT","K3","MO","US","IRK","VORTAC",248.36,111.41
"2025/01/23","AGENT","K3","MO","US","MCI","VORTAC",333.17,21.03
"2025/01/23","AGEPE","PA","AK","US","ENM","VOR/DME",127.84,38.34
"2025/01/23","AGEXY","K3","KS","US","EMP","VORTAC",236.93,14.12
"2025/01/23","AGGID","K2","AZ","US","EED","VORTAC",334.59,16
"2025/01/23","AGGIE","K4","OK","US","TUL","VORTAC",261.5,11
"2025/01/23","AGIBE","K6","DE","US","ENO","VORTAC",170,18
"2025/01/23","AGIGE","PA","AK","US","SSR","VORTAC",296.86,12.06
"2025/01/23","AGLER","K7","FL","US","VIN","LOC",92.39,6.69
"2025/01/23","AGLEY","K7","MS","US","NMM","TACAN",205,3.9
"2025/01/23","AGLUY","K7","GA","US","AYS","LOC",4.24,
"2025/01/23","AGLUY","K7","GA","US","AYS","VORTAC",64.14,
"2025/01/23","AGMIV","PA","AK","US","CZF","DME",,1.8
"2025/01/23","AGMIV","PA","AK","US","CZF","NDB",231.1,
"2025/01/23","AGNAS","K7","NC","US","FAY","VOR/DME",95.21,20
"2025/01/23","AGNEZ","K6","NY","US","ALB","VORTAC",221.8,35.65
"2025/01/23","AGNEZ","K6","NY","US","DNY","VOR/DME",95.99,
"2025/01/23","AGNSS","K6","NJ","US","JNN","LOC",38.83,8.7
"2025/01/23","AGNUT","K2","NV","US","BLD","VORTAC",246.62,8.13
"2025/01/23","AGNUT","K2","NV","US","LAS","VORTAC",119.24,
"2025/01/23","AGOMA","K5","WI","US","GRB","VORTAC",84.66,25.43
"2025/01/23","AGOZE","K7","SC","US","SMS","LOC",50.17,6.33
"2025/01/23","AGRYN","K1","MT","US","CTB","VOR/DME",72.86,19.39
"2025/01/23","AGUDE","K5","WI","US","EAU","VORTAC",286,41.29
"2025/01/23","AGUDE","K5","WI","US","GEP","VORTAC",85,41.69
"2025/01/23","AGUSE","K7","FL","US","MCF","TACAN",75,22
"2025/01/23","AGUVE","K7","SC","US","CAE","LOC",291.66,7.29
"2025/01/23","AGUVE","K7","SC","US","CAE","VORTAC",306.46,
"2025/01/23","AGXAN","PA","AK","US","BRW","LOC",80,14.96
"2025/01/23","AGXAN","PA","AK","US","BRW","VOR/DME",77.48,16
"2025/01/23","AHART","K2","CA","US","BAB","TACAN",333,12
"2025/01/23","AHCIN","K6","WV","US","EKN","VORTAC",186.16,12
"2025/01/23","AHEIM","K2","CA","US","POM","VORTAC",187,16.67
"2025/01/23","AHEIM","K2","CA","US","SLI","VORTAC",57.71,7.48
"2025/01/23","AHGAW","K2","AZ","US","IGM","VOR/DME",10,8
"2025/01/23","AHLAB","K4","TX","US","NGP","TACAN",12,1.3
"2025/01/23","AHLER","K6","VA","US","HSP","LOC",66.83,
"2025/01/23","AHLER","K6","VA","US","MOL","VOR/DME",293.61,26.85
"2025/01/23","AHLES","K5","MI","US","CRL","VOR/DME",92.9,
"2025/01/23","AHLES","K5","MI","US","RYS","NDB",224.32,
"2025/01/23","AHLEX","K2","CA","US","PSP","VORTAC",260.32,13
"2025/01/23","AHMED","K5","IL","US","BDF","VORTAC",57.97,38.47
"2025/01/23","AHMED","K5","IL","US","JOT","VOR/DME",261.41,24.78
"2025/01/23","AHMIT","K3","MN","US","FGT","VORTAC",178.04,8
"2025/01/23","AHOYE","K5","KY","US","CNG","VOR/DME",198.55,16.52
"2025/01/23","AHTIY","K6","PA","US","AGC","VOR/DME",225.06,
"2025/01/23","AHTIY","K6","PA","US","AIR","VOR/DME",114,20.88
"2025/01/23","AHUNT","K5","MI","US","DXO","VOR/DME",312.8,
"2025/01/23","AHUNT","K5","MI","US","SVM","VORTAC",163.63,6
"2025/01/23","AHVUH","PA","AK","US","GAL","VOR/DME",151.41,20
"2025/01/23","AHYOB","K5","WI","US","ENW","DME",,5.59
"2025/01/23","AHYOB","K5","WI","US","ENW","LOC",247.75,
"2025/01/23","AIGLE","K2","CO","US","ESJ","LOC",69.95,10.83
"2025/01/23","AILEE","PA","AK","US","ENN","VORTAC",170.87,60.85
"2025/01/23","AILEE","PA","AK","US","FAI","VORTAC",188.71,82.59
"2025/01/23","AILES","K5","MI","US","APN","VORTAC",200.73,17
"2025/01/23","AILEY","K7","GA","US","DBN","VORTAC",157.69,17.94
"2025/01/23","AILEY","K7","GA","US","VNA","VORTAC",82,
"2025/01/23","AIMEE","K4","TX","US","NGP","TACAN",327,27
"2025/01/23","AIMES","K2","CO","US","GLL","VOR/DME",350,5
"2025/01/23","AIMME","K6","ME","US","ENE","VOR/DME",7.9,
"2025/01/23","AIMME","K6","ME","US","PWM","LOC",290.3,16.26
"2025/01/23","AINKK","PA","AK","US","TGN","LOC",253.88,16.82
"2025/01/23","AIRBE","K5","KY","US","FKP","LOC",45.21,6.47
"2025/01/23","AIRBO","K5","OH","US","ILN","LOC",44.32,
"2025/01/23","AIRBO","K5","OH","US","MXQ","VOR/DME",,4.8
"2025/01/23","AIRBS","K7","FL","US","LAL","VORTAC",274.65,4.92
"2025/01/23","AIRCO","K6","NY","US","GEE","VOR/DME",313.59,39.96
"2025/01/23","AIRCO","K6","NY","US","IAG","TACAN",84.24,21.78
"2025/01/23","AIRCO","K6","NY","US","JHW","VOR/DME",31.54,
"2025/01/23","AJAAY","K7","GA","US","GXZ","LOC",94.99,6.85
"2025/01/23","AJAHO","K4","TX","US","ABI","VORTAC",37,55.66
"2025/01/23","AJAHO","K4","TX","US","SPS","VORTAC",194,57.28
"2025/01/23","AJAXX","K2","CO","US","ASE","LOC",330.63,19.07
"2025/01/23","AJAXX","K2","CO","US","DBL","VOR/DME",296.63,6.58
"2025/01/23","AJAYS","K5","IN","US","MIE","VOR/DME",14.88,21
"2025/01/23","AJAYS","K5","IN","US","MZZ","VOR/DME",76.23,
"2025/01/23","AJDOV","K7","NC","US","OAJ","LOC",232.39,13.5
"2025/01/23","AJEWU","K4","TX","US","LBB","LOC",353.67,17.89
"2025/01/23","AJEWU","K4","TX","US","LBB","VORTAC",5.06,15
"2025/01/23","AJHUD","K1","ID","US","TWF","VORTAC",257.8,0.9
"2025/01/23","AJOJO","K2","CA","US","MCE","LOC",303.49,11.5
"2025/01/23","AJOJO","K2","CA","US","MOD","VOR/DME",113.96,17.46
"2025/01/23","AJSAJ","K2","CA","US","PRB","VORTAC",352,6.44
"2025/01/23","AJUMI","PH","HI","US","LNY","VORTAC",90,
"2025/01/23","AJUMI","PH","HI","US","OGG","VORTAC",187,14.36
"2025/01/23","AKACU","K2","AZ","US","OLS","VOR/DME",175.32,4.17
"2025/01/23","AKATE","K5","OH","US","FFO","TACAN",233,3
"2025/01/23","AKAYI","K7","MS","US","GLH","VOR/DME",40.33,37.54
"2025/01/23","AKAYI","K7","MS","US","SQS","VORTAC",340.54,31.67
"2025/01/23","AKDMY","K2","CA","US","NTD","TACAN",43,13
"2025/01/23","AKDMY","K2","CA","US","OCN","VORTAC",294.38,95.89
"2025/01/23","AKDMY","K2","CA","US","PMD","VORTAC",226.48,47.78
"2025/01/23","AKDMY","K2","CA","US","RZS","VORTAC",95.86,45.64
"2025/01/23","AKELT","PA","AK","US","HPB","VOR/DME",31.07,42.3
"2025/01/23","AKETT","K5","WI","US","VOK","LOC",,
"2025/01/23","AKETT","K5","WI","US","VOK","TACAN",,1.53
"2025/01/23","AKGAS","PA","AK","US","SQA","VOR/DME",82.65,28
"2025/01/23","AKIBE","K4","OK","US","TUL","VORTAC",217,15.5
"2025/01/23","AKICA","K5","IN","US","MZZ","LOC",220.59,
"2025/01/23","AKICA","K5","IN","US","MZZ","VOR/DME",,13.25
"2025/01/23","AKICI","K1","OR","US","BKE","VOR/DME",298.28,2.98
"2025/01/23","AKILE","K3","SD","US","PIR","VORTAC",75.73,7
"2025/01/23","AKINS","K4","OK","US","FSM","VORTAC",276.62,20.41
"2025/01/23","AKINS","K4","OK","US","PGO","VORTAC",352,
"2025/01/23","AKLEY","K5","IL","US","DEC","LOC",60.14,4.31
"2025/01/23","AKMAX","PA","AK","US","TED","VOR/DME",303.99,84.15
"2025/01/23","AKOME","K2","CA","US","RIV","TACAN",138,15
"2025/01/23","AKORD","K2","CA","US","SNS","VORTAC",271.01,12.72
"2025/01/23","AKORE","K3","KS","US","GCK","VORTAC",353,11
"2025/01/23","AKQON","K6","VA","US","VJI","LOC",61.04,6.56
"2025/01/23","AKRON","K5","OH","US","AK","NDB",,
"2025/01/23","AKRON","K5","OH","US","AKR","LOC",68.97,4.82
"2025/01/23","AKSAR","K6","PA","US","CKB","VOR/DME",3.05,
"2025/01/23","AKSAR","K6","PA","US","EWC","VOR/DME",193,40.01
"2025/01/23","AKSAR","K6","PA","US","HLG","VOR/DME",121.93,
"2025/01/23","AKTEA","PA","AK","US","HOM","VOR/DME",347,15
"2025/01/23","AKUFF","K7","TN","US","BNA","VORTAC",,7.65
"2025/01/23","AKUFF","K7","TN","US","VIY","LOC",20.65,
"2025/01/23","AKUKY","K1","OR","US","IMB","VOR/DME",132.42,21.76
"2025/01/23","AKULE","PH","HI","US","LIH","LOC",169.01,6.88
"2025/01/23","AKULE","PH","HI","US","LIH","VORTAC",167.74,5.6
"2025/01/23","AKULE","PH","HI","US","SOK","VORTAC",88.02,
"2025/01/23","AKUYE","K4","LA","US","BAD","TACAN",,1.4
"2025/01/23","AKUYE","K4","LA","US","JKC","LOC",329.43,
"2025/01/23","AKUYI","K6","NY","US","GEE","VOR/DME",302.6,36.28
"2025/01/23","AKVIL","K4","TX","US","THX","VORTAC",105.87,15
"2025/01/23","ALADN","K7","FL","US","LAL","VORTAC",356.32,64.82
"2025/01/23","ALADN","K7","FL","US","OCF","VORTAC",128.76,10.44
"2025/01/23","ALAFU","PH","HI","US","OGG","VORTAC",46,50
"2025/01/23","ALAFU","PH","HI","US","UPP","VORTAC",356.87,70
"2025/01/23","ALAGE","K3","MN","US","AEL","VOR/DME",35.28,
"2025/01/23","ALAGE","K3","MN","US","OWA","LOC",122,12.47
"2025/01/23","ALAGE","K3","MN","US","RST","VOR/DME",302,23.43
"2025/01/23","ALAKE","K5","IL","US","BIB","VORTAC",172.59,7.66
"2025/01/23","ALAKE","K5","IL","US","LZW","LOC",290.13,14.78
"2025/01/23","ALAMO","K4","TX","US","ANT","LOC",307.61,5.75
"2025/01/23","ALAMO","K4","TX","US","SAT","VORTAC",225.27,5.49
"2025/01/23","ALANA","PH","HI","US","CKH","VORTAC",218.45,17.44
"2025/01/23","ALANA","PH","HI","US","HNL","VORTAC",171,13.94
"2025/01/23","ALANA","PH","HI","US","LNY","VORTAC",278,57.58
"2025/01/23","ALANA","PH","HI","US","MKK","VORTAC",254.18,43.45
"2025/01/23","ALANS","K7","FL","US","NSE","TACAN",307,5
"2025/01/23","ALBAS","K2","CA","US","LAX","VORTAC",123.33,26.7
"2025/01/23","ALBAS","K2","CA","US","SLI","VORTAC",171,
"2025/01/23","ALBAS","K2","CA","US","SXC","VORTAC",36.83,
"2025/01/23","ALBBE","K7","","BS","GTK","VORTAC",233.85,87.58
"2025/01/23","ALBEK","K6","NJ","US","CYN","VORTAC",273.99,22.12
"2025/01/23","ALBEK","K6","NJ","US","OOD","VORTAC",75.01,20.2
"2025/01/23","ALBEK","K6","NJ","US","VCN","VOR/DME",20.9,
"2025/01/23","ALBEN","K7","FL","US","CRG","VORTAC",200,110
"2025/01/23","ALBEN","K7","FL","US","ORL","VORTAC",273,
"2025/01/23","ALBER","K7","AL","US","RQZ","VORTAC",147.06,29.62
"2025/01/23","ALBER","K7","AL","US","VUZ","VORTAC",32,
"2025/01/23","ALBIN","K1","WY","US","CYS","VORTAC",41.41,26.56
"2025/01/23","ALBIN","K1","WY","US","SNY","VOR/DME",278,63.34
"2025/01/23","ALBNY","K2","AZ","US","IWA","VORTAC",121.81,2.45
"2025/01/23","ALBRS","K7","GA","US","RYY","LOC",92.77,7.2
"2025/01/23","ALBRT","K3","IA","US","IRK","VORTAC",15.33,
"2025/01/23","ALBRT","K3","IA","US","LMN","VOR/DME",71.96,80.69
"2025/01/23","ALBRT","K3","IA","US","MZV","VOR/DME",243.79,77.66
"2025/01/23","ALCAT","K2","CA","US","AAZ","LOC",295.99,
"2025/01/23","ALCAT","K2","CA","US","OAK","VOR/DME",289.18,12.53
"2025/01/23","ALCAT","K2","CA","US","SFO","VOR/DME",330.83,
